instance_family,node_count,salesman_count,solver,runs,avg_objective,avg_time_seconds,avg_step_time_seconds,valid_runs
mixed,100,5,lkh-wrapper-v5,1,436.013933,0.011163,0.011138,1
mixed,100,5,lkh-wrapper-v6,1,497.500646,0.017436,0.017411,1
mixed,200,2,lkh-wrapper-v4,1,840.473563,0.008355,0.008321,1
mixed,200,2,lkh-wrapper-v5,1,807.847867,0.023265,0.023234,1
mixed,200,2,lkh-wrapper-v6,1,861.678557,0.032396,0.032346,1
mixed,200,3,lkh-wrapper-v4,1,777.944283,0.010096,0.01007,1
mixed,200,3,lkh-wrapper-v5,1,810.134736,0.029161,0.02912,1
mixed,200,3,lkh-wrapper-v6,1,886.361348,0.041978,0.041938,1
mixed,200,5,lkh-wrapper-v4,1,863.884041,0.011998,0.011962,1
mixed,200,5,lkh-wrapper-v5,1,834.77341,0.026225,0.026205,1
mixed,200,5,lkh-wrapper-v6,1,995.476036,4.500106,4.500059,1
high-m-stress,20,2,lkh-wrapper-v4,1,53.663231,0.000303,0.000289,1
high-m-stress,20,2,lkh-wrapper-v5,1,53.783624,0.000978,0.000965,1
high-m-stress,20,2,lkh-wrapper-v6,1,56.699898,0.001336,0.001322,1
high-m-stress,20,3,lkh-wrapper-v4,1,55.635805,0.00036,0.00034,1
high-m-stress,20,3,lkh-wrapper-v5,1,62.505027,0.000958,0.000946,1
high-m-stress,20,3,lkh-wrapper-v6,1,72.269901,0.001333,0.001316,1
high-m-stress,20,5,lkh-wrapper-v4,1,57.414282,0.000432,0.000419,1
high-m-stress,20,5,lkh-wrapper-v5,1,87.553442,0.000954,0.000941,1
high-m-stress,20,5,lkh-wrapper-v6,1,117.351039,4.500108,4.500064,1
high-m-stress,50,2,lkh-wrapper-v4,1,126.568269,0.001189,0.001078,1
high-m-stress,50,2,lkh-wrapper-v5,1,135.275052,0.003536,0.00352,1
high-m-stress,50,2,lkh-wrapper-v6,1,171.519802,0.003772,0.003756,1
high-m-stress,50,3,lkh-wrapper-v4,1,121.741484,0.001363,0.001336,1
high-m-stress,50,3,lkh-wrapper-v5,1,162.281705,0.00424,0.004218,1
high-m-stress,50,3,lkh-wrapper-v6,1,174.149395,0.004284,0.004272,1
high-m-stress,50,5,lkh-wrapper-v4,1,167.091597,0.00166,0.001636,1
high-m-stress,50,5,lkh-wrapper-v5,1,210.464526,0.004681,0.004661,1
high-m-stress,50,5,lkh-wrapper-v6,1,282.969003,0.006858,0.006834,1
