instance,path,node_count,salesman_count,solver,objective,time_seconds,valid,reference_solver,reference_objective,reference_time_seconds,reference_valid,objective_gap,relative_gap_percent
n200_m5_r10.txt,data\mtsp\generated\n200_m5_r10.txt,200,5,lkh-wrapper-v1,1465.5196884929553,0.054886,True,ortools-gls,1130.652206,5.000694,True,334.867482,29.617196
n200_m5_r10.txt,data\mtsp\generated\n200_m5_r10.txt,200,5,lkh-wrapper-v2,1356.3528155761308,0.025374,True,ortools-gls,1130.652206,5.000694,True,225.70061,19.961984
n20_m2_r01.txt,data\mtsp\generated\n20_m2_r01.txt,20,2,lkh-wrapper-v1,398.4850112114399,0.000231,True,ortools-gls,354.594397,5.000864,True,43.890614,12.377695
n20_m2_r01.txt,data\mtsp\generated\n20_m2_r01.txt,20,2,lkh-wrapper-v2,385.2387096625025,0.000823,True,ortools-gls,354.594397,5.000864,True,30.644313,8.642075
n20_m2_r02.txt,data\mtsp\generated\n20_m2_r02.txt,20,2,lkh-wrapper-v1,446.2655727122491,0.000177,True,ortools-gls,349.053073,4.999789,True,97.2125,27.850349
n20_m2_r02.txt,data\mtsp\generated\n20_m2_r02.txt,20,2,lkh-wrapper-v2,393.5250358621024,0.000502,True,ortools-gls,349.053073,4.999789,True,44.471963,12.740745
n20_m2_r03.txt,data\mtsp\generated\n20_m2_r03.txt,20,2,lkh-wrapper-v1,448.5884488501503,0.000389,True,ortools-gls,408.533625,5.000972,True,40.054824,9.804535
n20_m2_r03.txt,data\mtsp\generated\n20_m2_r03.txt,20,2,lkh-wrapper-v2,466.0476168719491,0.000303,True,ortools-gls,408.533625,5.000972,True,57.513992,14.078154
n20_m2_r04.txt,data\mtsp\generated\n20_m2_r04.txt,20,2,lkh-wrapper-v1,499.706851865063,0.000343,True,ortools-gls,351.088278,5.000236,True,148.618574,42.330828
n20_m2_r04.txt,data\mtsp\generated\n20_m2_r04.txt,20,2,lkh-wrapper-v2,378.97234584691006,0.000419,True,ortools-gls,351.088278,5.000236,True,27.884068,7.942181
n20_m2_r05.txt,data\mtsp\generated\n20_m2_r05.txt,20,2,lkh-wrapper-v1,396.9155674023385,0.000193,True,ortools-gls,304.991598,4.999976,True,91.923969,30.139837
n20_m2_r05.txt,data\mtsp\generated\n20_m2_r05.txt,20,2,lkh-wrapper-v2,353.0581612748899,0.000323,True,ortools-gls,304.991598,4.999976,True,48.066563,15.759963
n20_m2_r06.txt,data\mtsp\generated\n20_m2_r06.txt,20,2,lkh-wrapper-v1,442.6646680237497,0.000475,True,ortools-gls,364.907784,4.999756,True,77.756884,21.308639
n20_m2_r06.txt,data\mtsp\generated\n20_m2_r06.txt,20,2,lkh-wrapper-v2,396.0833200198671,0.000722,True,ortools-gls,364.907784,4.999756,True,31.175536,8.543401
n20_m2_r07.txt,data\mtsp\generated\n20_m2_r07.txt,20,2,lkh-wrapper-v1,490.14558584747294,0.00041,True,ortools-gls,408.766397,5.000085,True,81.379189,19.908483
n20_m2_r07.txt,data\mtsp\generated\n20_m2_r07.txt,20,2,lkh-wrapper-v2,482.41963055938186,0.00051,True,ortools-gls,408.766397,5.000085,True,73.653234,18.018417
n20_m2_r08.txt,data\mtsp\generated\n20_m2_r08.txt,20,2,lkh-wrapper-v1,397.37066195790703,0.000166,True,ortools-gls,328.817236,5.00058,True,68.553426,20.848489
n20_m2_r08.txt,data\mtsp\generated\n20_m2_r08.txt,20,2,lkh-wrapper-v2,364.94097803624,0.000339,True,ortools-gls,328.817236,5.00058,True,36.123742,10.985964
n20_m2_r09.txt,data\mtsp\generated\n20_m2_r09.txt,20,2,lkh-wrapper-v1,536.1769814061878,0.00022,True,ortools-gls,414.320125,5.000071,True,121.856856,29.411281
n20_m2_r09.txt,data\mtsp\generated\n20_m2_r09.txt,20,2,lkh-wrapper-v2,489.3382666689316,0.000313,True,ortools-gls,414.320125,5.000071,True,75.018142,18.106323
n20_m2_r10.txt,data\mtsp\generated\n20_m2_r10.txt,20,2,lkh-wrapper-v1,434.7720192385017,0.000223,True,ortools-gls,372.109498,5.00291,True,62.662521,16.839807
n20_m2_r10.txt,data\mtsp\generated\n20_m2_r10.txt,20,2,lkh-wrapper-v2,397.94761106244016,0.000606,True,ortools-gls,372.109498,5.00291,True,25.838113,6.943685
n20_m3_r01.txt,data\mtsp\generated\n20_m3_r01.txt,20,3,lkh-wrapper-v1,517.1513550647855,0.000366,True,ortools-gls,355.434532,5.001142,True,161.716823,45.498343
n20_m3_r01.txt,data\mtsp\generated\n20_m3_r01.txt,20,3,lkh-wrapper-v2,414.48822939298924,0.000729,True,ortools-gls,355.434532,5.001142,True,59.053697,16.614508
n20_m3_r02.txt,data\mtsp\generated\n20_m3_r02.txt,20,3,lkh-wrapper-v1,494.928518996491,0.000165,True,ortools-gls,397.837332,5.000301,True,97.091187,24.404745
