instance_family,instance,path,node_count,salesman_count,solver,objective,time_seconds,valid,best_baseline_solver,best_baseline_objective,best_baseline_time_seconds,best_baseline_valid,best_baseline_status,objective_gap,relative_gap_percent
outliers,outliers_n500_m2_r01.txt,data\mtsp\generated_multifamily\outliers_n500_m2_r01.txt,500,2,lkh-wrapper-v3,2605.606782211453,0.835974,True,tsp-transform-lkh,2446.492576,0.275138,True,ok,159.114206,6.503768
outliers,outliers_n500_m3_r01.txt,data\mtsp\generated_multifamily\outliers_n500_m3_r01.txt,500,3,rand+nn,5050.941529060177,0.0003,True,tsp-transform-lkh,2489.124676,0.283556,True,ok,2561.816853,102.920391
outliers,outliers_n500_m3_r01.txt,data\mtsp\generated_multifamily\outliers_n500_m3_r01.txt,500,3,2opt+greed,3016.5147512230624,0.002605,True,tsp-transform-lkh,2489.124676,0.283556,True,ok,527.390075,21.187773
outliers,outliers_n500_m3_r01.txt,data\mtsp\generated_multifamily\outliers_n500_m3_r01.txt,500,3,lkh-wrapper-v2,2410.190134519912,0.685381,True,tsp-transform-lkh,2489.124676,0.283556,True,ok,-78.934541,-3.171177
outliers,outliers_n500_m3_r01.txt,data\mtsp\generated_multifamily\outliers_n500_m3_r01.txt,500,3,lkh-wrapper-v3,2497.4457359736607,0.166614,True,tsp-transform-lkh,2489.124676,0.283556,True,ok,8.32106,0.334297
outliers,outliers_n500_m5_r01.txt,data\mtsp\generated_multifamily\outliers_n500_m5_r01.txt,500,5,rand+nn,7682.127763120194,0.000471,True,ortools-gls,2650.033172,5.002012,True,ok,5032.094591,189.887985
outliers,outliers_n500_m5_r01.txt,data\mtsp\generated_multifamily\outliers_n500_m5_r01.txt,500,5,2opt+greed,4268.532007448074,0.002003,True,ortools-gls,2650.033172,5.002012,True,ok,1618.498835,61.074663
outliers,outliers_n500_m5_r01.txt,data\mtsp\generated_multifamily\outliers_n500_m5_r01.txt,500,5,lkh-wrapper-v2,2843.224080672185,0.716507,True,ortools-gls,2650.033172,5.002012,True,ok,193.190909,7.290132
outliers,outliers_n500_m5_r01.txt,data\mtsp\generated_multifamily\outliers_n500_m5_r01.txt,500,5,lkh-wrapper-v3,2982.625769220989,0.108574,True,ortools-gls,2650.033172,5.002012,True,ok,332.592597,12.550507
outliers,outliers_n50_m2_r01.txt,data\mtsp\generated_multifamily\outliers_n50_m2_r01.txt,50,2,rand+nn,212.90777046859802,3.5e-05,True,ortools-gls,128.758543,5.001006,True,ok,84.149227,65.354286
outliers,outliers_n50_m2_r01.txt,data\mtsp\generated_multifamily\outliers_n50_m2_r01.txt,50,2,2opt+greed,147.4376774654956,5.5e-05,True,ortools-gls,128.758543,5.001006,True,ok,18.679134,14.507103
outliers,outliers_n50_m2_r01.txt,data\mtsp\generated_multifamily\outliers_n50_m2_r01.txt,50,2,lkh-wrapper-v2,150.21901317883396,0.001754,True,ortools-gls,128.758543,5.001006,True,ok,21.46047,16.66722
outliers,outliers_n50_m2_r01.txt,data\mtsp\generated_multifamily\outliers_n50_m2_r01.txt,50,2,lkh-wrapper-v3,151.15753191112697,0.001591,True,ortools-gls,128.758543,5.001006,True,ok,22.398989,17.396119
outliers,outliers_n50_m3_r01.txt,data\mtsp\generated_multifamily\outliers_n50_m3_r01.txt,50,3,rand+nn,297.0625298247556,3.1e-05,True,ortools-gls,125.643977,5.000849,True,ok,171.418553,136.43197
outliers,outliers_n50_m3_r01.txt,data\mtsp\generated_multifamily\outliers_n50_m3_r01.txt,50,3,2opt+greed,205.0453130253445,5.3e-05,True,ortools-gls,125.643977,5.000849,True,ok,79.401336,63.195497
outliers,outliers_n50_m3_r01.txt,data\mtsp\generated_multifamily\outliers_n50_m3_r01.txt,50,3,lkh-wrapper-v2,152.35930973226556,0.001685,True,ortools-gls,125.643977,5.000849,True,ok,26.715333,21.262725
outliers,outliers_n50_m3_r01.txt,data\mtsp\generated_multifamily\outliers_n50_m3_r01.txt,50,3,lkh-wrapper-v3,153.14508795126287,0.001627,True,ortools-gls,125.643977,5.000849,True,ok,27.501111,21.888125
outliers,outliers_n50_m5_r01.txt,data\mtsp\generated_multifamily\outliers_n50_m5_r01.txt,50,5,rand+nn,443.19746287124514,3.3e-05,True,ortools-gls,118.857456,5.000894,True,ok,324.340007,272.881498
outliers,outliers_n50_m5_r01.txt,data\mtsp\generated_multifamily\outliers_n50_m5_r01.txt,50,5,2opt+greed,307.2248743699954,4.3e-05,True,ortools-gls,118.857456,5.000894,True,ok,188.367418,158.481785
outliers,outliers_n50_m5_r01.txt,data\mtsp\generated_multifamily\outliers_n50_m5_r01.txt,50,5,lkh-wrapper-v2,148.19883532792528,0.002696,True,ortools-gls,118.857456,5.000894,True,ok,29.341379,24.686191
outliers,outliers_n50_m5_r01.txt,data\mtsp\generated_multifamily\outliers_n50_m5_r01.txt,50,5,lkh-wrapper-v3,144.10388900965717,0.001342,True,ortools-gls,118.857456,5.000894,True,ok,25.246433,21.240933
uniform,uniform_n1000_m3_r01.txt,data\mtsp\generated_multifamily\uniform_n1000_m3_r01.txt,1000,3,rand+nn,25437.119472642225,0.00096,True,tsp-transform-lkh,12596.260075,1.125554,True,ok,12840.859398,101.941841
uniform,uniform_n1000_m3_r01.txt,data\mtsp\generated_multifamily\uniform_n1000_m3_r01.txt,1000,3,2opt+greed,14820.126693703722,0.017838,True,tsp-transform-lkh,12596.260075,1.125554,True,ok,2223.866619,17.654975
uniform,uniform_n1000_m3_r01.txt,data\mtsp\generated_multifamily\uniform_n1000_m3_r01.txt,1000,3,lkh-wrapper-v2,13339.959305986511,12.385038,True,tsp-transform-lkh,12596.260075,1.125554,True,ok,743.699231,5.904127
uniform,uniform_n1000_m3_r01.txt,data\mtsp\generated_multifamily\uniform_n1000_m3_r01.txt,1000,3,lkh-wrapper-v3,13330.443241540426,5.741278,True,tsp-transform-lkh,12596.260075,1.125554,True,ok,734.183167,5.828581
uniform,uniform_n1000_m5_r01.txt,data\mtsp\generated_multifamily\uniform_n1000_m5_r01.txt,1000,5,rand+nn,33892.313894508676,0.00137,True,tsp-transform-lkh,12349.028878,1.063057,True,ok,21543.285017,174.453273
uniform,uniform_n1000_m5_r01.txt,data\mtsp\generated_multifamily\uniform_n1000_m5_r01.txt,1000,5,2opt+greed,16881.45564364888,0.015493,True,tsp-transform-lkh,12349.028878,1.063057,True,ok,4532.426766,36.702698
uniform,uniform_n1000_m5_r01.txt,data\mtsp\generated_multifamily\uniform_n1000_m5_r01.txt,1000,5,lkh-wrapper-v2,13996.689990315796,15.736722,True,tsp-transform-lkh,12349.028878,1.063057,True,ok,1647.661112,13.342435
uniform,uniform_n1000_m5_r01.txt,data\mtsp\generated_multifamily\uniform_n1000_m5_r01.txt,1000,5,lkh-wrapper-v3,13635.505502105418,2.77007,True,tsp-transform-lkh,12349.028878,1.063057,True,ok,1286.476624,10.417634
uniform,uniform_n1000_m7_r01.txt,data\mtsp\generated_multifamily\uniform_n1000_m7_r01.txt,1000,7,rand+nn,39427.926051955845,0.00083,True,tsp-transform-lkh,12424.382636,1.275093,True,ok,27003.543416,217.343141
uniform,uniform_n1000_m7_r01.txt,data\mtsp\generated_multifamily\uniform_n1000_m7_r01.txt,1000,7,2opt+greed,16930.08882836686,0.010431,True,tsp-transform-lkh,12424.382636,1.275093,True,ok,4505.706192,36.265031
uniform,uniform_n1000_m7_r01.txt,data\mtsp\generated_multifamily\uniform_n1000_m7_r01.txt,1000,7,lkh-wrapper-v2,14233.511858488615,13.720269,True,tsp-transform-lkh,12424.382636,1.275093,True,ok,1809.129222,14.56112
uniform,uniform_n1000_m7_r01.txt,data\mtsp\generated_multifamily\uniform_n1000_m7_r01.txt,1000,7,lkh-wrapper-v3,14468.404970608088,3.624874,True,tsp-transform-lkh,12424.382636,1.275093,True,ok,2044.022335,16.451701
uniform,uniform_n100_m2_r01.txt,data\mtsp\generated_multifamily\uniform_n100_m2_r01.txt,100,2,rand+nn,763.4902596719218,4.6e-05,True,ortools-gls,415.025483,5.000119,True,ok,348.464777,83.96226
uniform,uniform_n100_m2_r01.txt,data\mtsp\generated_multifamily\uniform_n100_m2_r01.txt,100,2,2opt+greed,461.316171333188,0.000224,True,ortools-gls,415.025483,5.000119,True,ok,46.290688,11.153698
uniform,uniform_n100_m2_r01.txt,data\mtsp\generated_multifamily\uniform_n100_m2_r01.txt,100,2,lkh-wrapper-v2,436.4104674374208,0.004055,True,ortools-gls,415.025483,5.000119,True,ok,21.384984,5.152692
uniform,uniform_n100_m2_r01.txt,data\mtsp\generated_multifamily\uniform_n100_m2_r01.txt,100,2,lkh-wrapper-v3,433.728830934939,0.005284,True,ortools-gls,415.025483,5.000119,True,ok,18.703348,4.506554
uniform,uniform_n100_m3_r01.txt,data\mtsp\generated_multifamily\uniform_n100_m3_r01.txt,100,3,rand+nn,894.021277342664,4.6e-05,True,tsp-transform-lkh,412.801739,0.075832,True,ok,481.219538,116.574009
uniform,uniform_n100_m3_r01.txt,data\mtsp\generated_multifamily\uniform_n100_m3_r01.txt,100,3,2opt+greed,637.0169493805101,0.0002,True,tsp-transform-lkh,412.801739,0.075832,True,ok,224.21521,54.315471
uniform,uniform_n100_m3_r01.txt,data\mtsp\generated_multifamily\uniform_n100_m3_r01.txt,100,3,lkh-wrapper-v2,454.3841595603457,0.015612,True,tsp-transform-lkh,412.801739,0.075832,True,ok,41.582421,10.073218
uniform,uniform_n100_m3_r01.txt,data\mtsp\generated_multifamily\uniform_n100_m3_r01.txt,100,3,lkh-wrapper-v3,454.3474365101769,0.011218,True,tsp-transform-lkh,412.801739,0.075832,True,ok,41.545698,10.064322
uniform,uniform_n100_m5_r01.txt,data\mtsp\generated_multifamily\uniform_n100_m5_r01.txt,100,5,rand+nn,1055.6983354618676,6.3e-05,True,ortools-gls,424.430883,5.000842,True,ok,631.267452,148.732686
uniform,uniform_n100_m5_r01.txt,data\mtsp\generated_multifamily\uniform_n100_m5_r01.txt,100,5,2opt+greed,812.7083042994533,0.000126,True,ortools-gls,424.430883,5.000842,True,ok,388.277421,91.481896
uniform,uniform_n100_m5_r01.txt,data\mtsp\generated_multifamily\uniform_n100_m5_r01.txt,100,5,lkh-wrapper-v2,488.9432195599311,0.006246,True,ortools-gls,424.430883,5.000842,True,ok,64.512337,15.199727
uniform,uniform_n100_m5_r01.txt,data\mtsp\generated_multifamily\uniform_n100_m5_r01.txt,100,5,lkh-wrapper-v3,477.6237797208976,0.00513,True,ortools-gls,424.430883,5.000842,True,ok,53.192897,12.532758
uniform,uniform_n200_m2_r01.txt,data\mtsp\generated_multifamily\uniform_n200_m2_r01.txt,200,2,rand+nn,2076.765008445249,8.8e-05,True,tsp-transform-lkh,1120.704602,0.165137,True,ok,956.060406,85.308868
uniform,uniform_n200_m2_r01.txt,data\mtsp\generated_multifamily\uniform_n200_m2_r01.txt,200,2,2opt+greed,1333.1145461021779,0.000499,True,tsp-transform-lkh,1120.704602,0.165137,True,ok,212.409944,18.95325
uniform,uniform_n200_m2_r01.txt,data\mtsp\generated_multifamily\uniform_n200_m2_r01.txt,200,2,lkh-wrapper-v2,1293.7417110460478,0.021152,True,tsp-transform-lkh,1120.704602,0.165137,True,ok,173.037109,15.440028
uniform,uniform_n200_m2_r01.txt,data\mtsp\generated_multifamily\uniform_n200_m2_r01.txt,200,2,lkh-wrapper-v3,1283.2219815935537,0.029696,True,tsp-transform-lkh,1120.704602,0.165137,True,ok,162.51738,14.501357
uniform,uniform_n200_m3_r01.txt,data\mtsp\generated_multifamily\uniform_n200_m3_r01.txt,200,3,rand+nn,2317.2350393259244,9.7e-05,True,tsp-transform-lkh,1101.87953,0.23231,True,ok,1215.355509,110.298402
uniform,uniform_n200_m3_r01.txt,data\mtsp\generated_multifamily\uniform_n200_m3_r01.txt,200,3,2opt+greed,1632.9434127897825,0.000456,True,tsp-transform-lkh,1101.87953,0.23231,True,ok,531.063883,48.196184
uniform,uniform_n200_m3_r01.txt,data\mtsp\generated_multifamily\uniform_n200_m3_r01.txt,200,3,lkh-wrapper-v2,1189.1847761874426,0.08259,True,tsp-transform-lkh,1101.87953,0.23231,True,ok,87.305246,7.923302
uniform,uniform_n200_m3_r01.txt,data\mtsp\generated_multifamily\uniform_n200_m3_r01.txt,200,3,lkh-wrapper-v3,1203.6123247414325,0.030017,True,tsp-transform-lkh,1101.87953,0.23231,True,ok,101.732795,9.23266
uniform,uniform_n200_m5_r01.txt,data\mtsp\generated_multifamily\uniform_n200_m5_r01.txt,200,5,rand+nn,3050.936114958922,7.1e-05,True,ortools-gls,1129.269177,5.00154,True,ok,1921.666938,170.169077
uniform,uniform_n200_m5_r01.txt,data\mtsp\generated_multifamily\uniform_n200_m5_r01.txt,200,5,2opt+greed,1706.9778592383414,0.000539,True,ortools-gls,1129.269177,5.00154,True,ok,577.708682,51.157748
uniform,uniform_n200_m5_r01.txt,data\mtsp\generated_multifamily\uniform_n200_m5_r01.txt,200,5,lkh-wrapper-v2,1258.3467892955725,0.070779,True,ortools-gls,1129.269177,5.00154,True,ok,129.077612,11.43019
uniform,uniform_n200_m5_r01.txt,data\mtsp\generated_multifamily\uniform_n200_m5_r01.txt,200,5,lkh-wrapper-v3,1314.7527154204708,0.034511,True,ortools-gls,1129.269177,5.00154,True,ok,185.483538,16.425095
uniform,uniform_n20_m2_r01.txt,data\mtsp\generated_multifamily\uniform_n20_m2_r01.txt,20,2,rand+nn,71.76642386508152,2.1e-05,True,ortools-gls,41.100265,5.000185,True,ok,30.666159,74.613044
uniform,uniform_n20_m2_r01.txt,data\mtsp\generated_multifamily\uniform_n20_m2_r01.txt,20,2,2opt+greed,57.56357929400181,2.3e-05,True,ortools-gls,41.100265,5.000185,True,ok,16.463314,40.056467
uniform,uniform_n20_m2_r01.txt,data\mtsp\generated_multifamily\uniform_n20_m2_r01.txt,20,2,lkh-wrapper-v2,47.054747135964,0.000468,True,ortools-gls,41.100265,5.000185,True,ok,5.954482,14.487697
uniform,uniform_n20_m2_r01.txt,data\mtsp\generated_multifamily\uniform_n20_m2_r01.txt,20,2,lkh-wrapper-v3,47.05474713596399,0.000392,True,ortools-gls,41.100265,5.000185,True,ok,5.954482,14.487697
uniform,uniform_n20_m3_r01.txt,data\mtsp\generated_multifamily\uniform_n20_m3_r01.txt,20,3,rand+nn,89.46786734360185,3.1e-05,True,ortools-gls,44.86439,5.00047,True,ok,44.603477,99.418441
uniform,uniform_n20_m3_r01.txt,data\mtsp\generated_multifamily\uniform_n20_m3_r01.txt,20,3,2opt+greed,62.57275803282778,2.2e-05,True,ortools-gls,44.86439,5.00047,True,ok,17.708368,39.470877
uniform,uniform_n20_m3_r01.txt,data\mtsp\generated_multifamily\uniform_n20_m3_r01.txt,20,3,lkh-wrapper-v2,53.93038292093222,0.000368,True,ortools-gls,44.86439,5.00047,True,ok,9.065993,20.207548
uniform,uniform_n20_m3_r01.txt,data\mtsp\generated_multifamily\uniform_n20_m3_r01.txt,20,3,lkh-wrapper-v3,53.93038292093222,0.000333,True,ortools-gls,44.86439,5.00047,True,ok,9.065993,20.207548
uniform,uniform_n20_m5_r01.txt,data\mtsp\generated_multifamily\uniform_n20_m5_r01.txt,20,5,rand+nn,101.67957289285985,2.3e-05,True,ortools-gls,36.828012,5.000568,True,ok,64.851561,176.093027
uniform,uniform_n20_m5_r01.txt,data\mtsp\generated_multifamily\uniform_n20_m5_r01.txt,20,5,2opt+greed,92.31709582262995,2.5e-05,True,ortools-gls,36.828012,5.000568,True,ok,55.489084,150.670864
uniform,uniform_n20_m5_r01.txt,data\mtsp\generated_multifamily\uniform_n20_m5_r01.txt,20,5,lkh-wrapper-v2,44.69350800156887,0.000789,True,ortools-gls,36.828012,5.000568,True,ok,7.865496,21.357373
uniform,uniform_n20_m5_r01.txt,data\mtsp\generated_multifamily\uniform_n20_m5_r01.txt,20,5,lkh-wrapper-v3,50.82205879437332,0.000964,True,ortools-gls,36.828012,5.000568,True,ok,13.994047,37.998377
uniform,uniform_n500_m2_r01.txt,data\mtsp\generated_multifamily\uniform_n500_m2_r01.txt,500,2,rand+nn,7099.979006851128,0.000317,True,tsp-transform-lkh,4443.631037,0.253451,True,ok,2656.34797,59.77877
uniform,uniform_n500_m2_r01.txt,data\mtsp\generated_multifamily\uniform_n500_m2_r01.txt,500,2,2opt+greed,5014.809463983973,0.003464,True,tsp-transform-lkh,4443.631037,0.253451,True,ok,571.178427,12.853867
uniform,uniform_n500_m2_r01.txt,data\mtsp\generated_multifamily\uniform_n500_m2_r01.txt,500,2,lkh-wrapper-v2,4572.740985675656,0.503923,True,tsp-transform-lkh,4443.631037,0.253451,True,ok,129.109949,2.905506
uniform,uniform_n500_m2_r01.txt,data\mtsp\generated_multifamily\uniform_n500_m2_r01.txt,500,2,lkh-wrapper-v3,4629.786228629224,0.220217,True,tsp-transform-lkh,4443.631037,0.253451,True,ok,186.155192,4.189259
uniform,uniform_n500_m3_r01.txt,data\mtsp\generated_multifamily\uniform_n500_m3_r01.txt,500,3,rand+nn,9301.201309911023,0.000276,True,tsp-transform-lkh,4401.692443,0.276707,True,ok,4899.508867,111.309659
uniform,uniform_n500_m3_r01.txt,data\mtsp\generated_multifamily\uniform_n500_m3_r01.txt,500,3,2opt+greed,5058.195873703315,0.002905,True,tsp-transform-lkh,4401.692443,0.276707,True,ok,656.503431,14.914796
uniform,uniform_n500_m3_r01.txt,data\mtsp\generated_multifamily\uniform_n500_m3_r01.txt,500,3,lkh-wrapper-v2,4498.787235496809,1.237134,True,tsp-transform-lkh,4401.692443,0.276707,True,ok,97.094792,2.205851
uniform,uniform_n500_m3_r01.txt,data\mtsp\generated_multifamily\uniform_n500_m3_r01.txt,500,3,lkh-wrapper-v3,4550.936941384737,0.362213,True,tsp-transform-lkh,4401.692443,0.276707,True,ok,149.244498,3.390616
uniform,uniform_n500_m5_r01.txt,data\mtsp\generated_multifamily\uniform_n500_m5_r01.txt,500,5,rand+nn,12119.536600533595,0.000216,True,tsp-transform-lkh,4432.640973,0.283029,True,ok,7686.895628,173.415706
uniform,uniform_n500_m5_r01.txt,data\mtsp\generated_multifamily\uniform_n500_m5_r01.txt,500,5,2opt+greed,6591.231722287125,0.003085,True,tsp-transform-lkh,4432.640973,0.283029,True,ok,2158.590749,48.697622
uniform,uniform_n500_m5_r01.txt,data\mtsp\generated_multifamily\uniform_n500_m5_r01.txt,500,5,lkh-wrapper-v2,5228.328850083907,1.079617,True,tsp-transform-lkh,4432.640973,0.283029,True,ok,795.687877,17.95065
uniform,uniform_n500_m5_r01.txt,data\mtsp\generated_multifamily\uniform_n500_m5_r01.txt,500,5,lkh-wrapper-v3,4912.27843436405,0.205368,True,tsp-transform-lkh,4432.640973,0.283029,True,ok,479.637461,10.82058
uniform,uniform_n50_m2_r01.txt,data\mtsp\generated_multifamily\uniform_n50_m2_r01.txt,50,2,rand+nn,224.91481703063474,3.1e-05,True,tsp-transform-lkh,150.011739,0.042165,True,ok,74.903078,49.931478
uniform,uniform_n50_m2_r01.txt,data\mtsp\generated_multifamily\uniform_n50_m2_r01.txt,50,2,2opt+greed,181.32824810222382,5.9e-05,True,tsp-transform-lkh,150.011739,0.042165,True,ok,31.316509,20.876039
uniform,uniform_n50_m2_r01.txt,data\mtsp\generated_multifamily\uniform_n50_m2_r01.txt,50,2,lkh-wrapper-v2,171.61287853223098,0.004478,True,tsp-transform-lkh,150.011739,0.042165,True,ok,21.60114,14.399633
uniform,uniform_n50_m2_r01.txt,data\mtsp\generated_multifamily\uniform_n50_m2_r01.txt,50,2,lkh-wrapper-v3,167.67779463205383,0.00552,True,tsp-transform-lkh,150.011739,0.042165,True,ok,17.666056,11.776449
uniform,uniform_n50_m3_r01.txt,data\mtsp\generated_multifamily\uniform_n50_m3_r01.txt,50,3,rand+nn,288.2902475049149,2.8e-05,True,ortools-gls,144.432357,5.000656,True,ok,143.857891,99.602259
uniform,uniform_n50_m3_r01.txt,data\mtsp\generated_multifamily\uniform_n50_m3_r01.txt,50,3,2opt+greed,198.26031161701184,5.7e-05,True,ortools-gls,144.432357,5.000656,True,ok,53.827955,37.268626
uniform,uniform_n50_m3_r01.txt,data\mtsp\generated_multifamily\uniform_n50_m3_r01.txt,50,3,lkh-wrapper-v2,160.11465133639047,0.002054,True,ortools-gls,144.432357,5.000656,True,ok,15.682294,10.857881
uniform,uniform_n50_m3_r01.txt,data\mtsp\generated_multifamily\uniform_n50_m3_r01.txt,50,3,lkh-wrapper-v3,163.08556053481178,0.001883,True,ortools-gls,144.432357,5.000656,True,ok,18.653204,12.914837
uniform,uniform_n50_m5_r01.txt,data\mtsp\generated_multifamily\uniform_n50_m5_r01.txt,50,5,rand+nn,411.7759904352275,4e-05,True,ortools-gls,154.076264,5.000759,True,ok,257.699726,167.254656
uniform,uniform_n50_m5_r01.txt,data\mtsp\generated_multifamily\uniform_n50_m5_r01.txt,50,5,2opt+greed,242.845040852638,4.9e-05,True,ortools-gls,154.076264,5.000759,True,ok,88.768777,57.613532
uniform,uniform_n50_m5_r01.txt,data\mtsp\generated_multifamily\uniform_n50_m5_r01.txt,50,5,lkh-wrapper-v2,188.54819876620138,0.002143,True,ortools-gls,154.076264,5.000759,True,ok,34.471935,22.373294
uniform,uniform_n50_m5_r01.txt,data\mtsp\generated_multifamily\uniform_n50_m5_r01.txt,50,5,lkh-wrapper-v3,186.39788699803856,0.001576,True,ortools-gls,154.076264,5.000759,True,ok,32.321623,20.977678
