instance,n,m,mode,time_seconds,n_routes,valid,sum,makespan,min_route,range,std,gini,balance_ratio,n_nonempty
clustered-center_n200_m5_r01.txt,200,5,minsum_default,0.5394651889801025,5,True,0.6971931744240046,0.6385194690931983,0.011554636991268916,0.6269648321019294,0.24954959404109467,0.7217020419907632,4.579214861223503,5
clustered-center_n200_m5_r01.txt,200,5,minsum_balanced,23.090720176696777,5,True,0.8126001777813705,0.19224692344080513,0.12593171129019154,0.06631521215061358,0.022498600478769497,0.07706547146362806,1.1829121423877478,5
clustered-center_n200_m5_r01.txt,200,5,minmax_balanced,24.43023371696472,5,True,0.8371182077166255,0.16941802148113344,0.16318929529727677,0.006228726183856679,0.0022799072312824843,0.006940923169396663,1.0119121763176573,5
clustered-center_n200_m5_r02.txt,200,5,minsum_default,0.5545151233673096,5,True,0.6950666654313631,0.6332374717325897,0.009337845790116692,0.623899625942473,0.2471345021398297,0.7199823021306029,4.555228320002933,5
clustered-center_n200_m5_r02.txt,200,5,minsum_balanced,15.657343626022339,5,True,0.8174701334908295,0.20167196843585303,0.12976133852286087,0.07191062991299213,0.02920396169742512,0.09641123561853253,1.233512761956553,5
clustered-center_n200_m5_r02.txt,200,5,minmax_balanced,16.249876737594604,5,True,0.874474996313971,0.17799340375484415,0.1655894466489084,0.012403957105935774,0.004752195353511882,0.012460128750766731,1.017715798079477,5
clustered-center_n200_m5_r03.txt,200,5,minsum_default,0.6695132255554199,5,True,0.7829679679134186,0.685455459316497,0.020198062184278973,0.665257397132218,0.2644765013694644,0.6860063860039163,4.377289285174789,5
clustered-center_n200_m5_r03.txt,200,5,minsum_balanced,11.494107246398926,5,True,0.8209038132886292,0.21656295794306937,0.11430798195794488,0.1022549759851245,0.03721074047145239,0.1257987724752969,1.3190519670964544,5
clustered-center_n200_m5_r03.txt,200,5,minmax_balanced,22.039053678512573,5,True,0.8553603619329028,0.1730273049234083,0.1670571790482056,0.0059701258752026835,0.0021652945704049046,0.006492490019937414,1.01142929123118,5
clustered-center_n200_m7_r01.txt,200,7,minsum_default,0.9218041896820068,7,True,0.7334642100344505,0.3885465583607871,0.013319522664119766,0.3752270356966674,0.13642309318586607,0.6089317854434333,3.7081917172178867,7
